READ_CODE|TERM_60|TERM_ID|DESC_TYPE|RELEASE
pXkz.|COTON INSTINCT med/F054157 C2(15-20mmHg) normal c/toe b/knee|yz5lg|P|2012-10-01
pXki.|READYWRAP QUICK-FIT sml/RW-LE-AB-L-S black left foot garment|yz5kH|P|2012-10-01
pXkj.|READYWRAP QUICK-FIT sml/RW-LE-AB-R-S black right foot garmnt|yz5kI|P|2012-10-01
pXkk.|READYWRAP QUICK-FIT med/RW-LE-AB-L-M black left foot garment|yz5kJ|P|2012-10-01
pXkl.|READYWRAP QUICK-FIT med/RW-LE-AB-R-M black right foot garmnt|yz5kK|P|2012-10-01
pXkm.|READYWRAP QUICK-FIT lge/RW-LE-AB-L-L black left foot garment|yz5kL|P|2012-10-01
pXkn.|READYWRAP QUICK-FIT lge/RW-LE-AB-R-L black right foot garmnt|yz5kM|P|2012-10-01
pXko.|READYWRAP QUICK-FIT XL/RW-LE-AB-L-XL black left foot garment|yz5kN|P|2012-10-01
pXkp.|READYWRAP QUICK-FIT XL/RW-LE-AB-R-XL black right foot garmnt|yz5kO|P|2012-10-01
pXkq.|COTON INSTINCT sml/F054156 C2(15-20mmHg) normal c/toe b/knee|yz5lX|P|2012-10-01
pXkr.|COTON INSTINCT sml/F054146 C2(15-20mmHg) normal c/toe b/knee|yz5lY|P|2012-10-01
pXks.|COTON INSTINCT sml/F054174 C2(15-20mmHg) normal c/toe b/knee|yz5lZ|P|2012-10-01
pXkt.|COTON INSTINCT sml/F054533 C2(15-20mmHg) normal c/toe b/knee|yz5la|P|2012-10-01
pXku.|COTON INSTINCT sml/F054151 C2(15-20mmHg) long c/toe b/knee|yz5lb|P|2012-10-01
pXkv.|COTON INSTINCT sml/F054161 C2(15-20mmHg) long c/toe b/knee|yz5lc|P|2012-10-01
pXkw.|COTON INSTINCT sml/F054179 C2(15-20mmHg) long c/toe b/knee|yz5ld|P|2012-10-01
pXkx.|COTON INSTINCT sml/F054538 C2(15-20mmHg) long c/toe b/knee|yz5le|P|2012-10-01
pXky.|COTON INSTINCT med/F054147 C2(15-20mmHg) normal c/toe b/knee|yz5lf|P|2012-10-01
pXl..|UPPER LIMB LYMPHOEDEMA GARMENTS(20)|yz5lh|P|2012-10-01
pXl1.|ADVANCE 1 small plus/F054700 (14-18mmHg) long sleeve|yz5li|P|2012-10-01
pXlz.|ADVANCE 1 small/F054720 (14-18mmHg) long sleeve+hand|yz5mg|P|2012-10-01
pXl3.|ADVANCE 1 large plus/F054702 (14-18mmHg) long sleeve|yz5lk|P|2012-10-01
pXl4.|ADVANCE 1 extra large plus/F054703 (14-18mmHg) long sleeve|yz5ll|P|2012-10-01
pXl5.|ADVANCE 2 extra small plus/F054643 (20-25mmHg) normal sleeve|yz5lm|P|2012-10-01
pXl6.|ADVANCE 2 small plus/F054644 (20-25mmHg) normal sleeve|yz5ln|P|2012-10-01
pXl7.|ADVANCE 2 medium plus/F054645 (20-25mmHg) normal sleeve|yz5lo|P|2012-10-01
pXl8.|ADVANCE 2 large plus/F054646 (20-25mmHg) normal sleeve|yz5lp|P|2012-10-01
pXl9.|ADVANCE 2 extra large plus/F054647 (20-25mmHg) normal sleeve|yz5lq|P|2012-10-01
pXlA.|ADVANCE 2 extra small plus/F054704 (20-25mmHg) normal sleeve|yz5lr|P|2012-10-01
pXlB.|ADVANCE 2 small plus/F054705 (20-25mmHg) normal sleeve|yz5ls|P|2012-10-01
pXlC.|ADVANCE 2 medium plus/F054706 (20-25mmHg) normal sleeve|yz5lt|P|2012-10-01
pXlD.|ADVANCE 2 large plus/F054707 (20-25mmHg) normal sleeve|yz5lu|P|2012-10-01
pXlE.|ADVANCE 2 extra large plus/F054708 (20-25mmHg) normal sleeve|yz5lv|P|2012-10-01
pXlF.|ADVANCE 2 extra small plus/F054648 (20-25mmHg) long sleeve|yz5lw|P|2012-10-01
pXlG.|ADVANCE 2 small plus/F054649 (20-25mmHg) long sleeve|yz5lx|P|2012-10-01
pXlH.|ADVANCE 2 medium plus/F054650 (20-25mmHg) long sleeve|yz5ly|P|2012-10-01
pXlI.|ADVANCE 2 large plus/F054651 (20-25mmHg) long sleeve|yz5lz|P|2012-10-01
pXlJ.|ADVANCE 2 extra large plus/F054652 (20-25mmHg) long sleeve|yz5m0|P|2012-10-01
pXlK.|ADVANCE 2 extra small plus/F054709 (20-25mmHg) long sleeve|yz5m1|P|2012-10-01
pXlL.|ADVANCE 2 small plus/F054710 (20-25mmHg) long sleeve|yz5m2|P|2012-10-01
pXlM.|ADVANCE 2 medium plus/F054711 (20-25mmHg) long sleeve|yz5m3|P|2012-10-01
pXlN.|ADVANCE 2 large plus/F054712 (20-25mmHg) long sleeve|yz5m4|P|2012-10-01
pXlO.|ADVANCE 2 extra large plus/F054713 (20-25mmHg) long sleeve|yz5m5|P|2012-10-01
pXlP.|ADVANCE 1 extra small/F054613 (14-18mmHg) normal sleeve|yz5m6|P|2012-10-01
pXlQ.|ADVANCE 1 small/F054614 (14-18mmHg) normal sleeve|yz5m7|P|2012-10-01
pXlR.|ADVANCE 1 medium/F054615 (14-18mmHg) normal sleeve|yz5m8|P|2012-10-01
pXlS.|ADVANCE 1 large/F054616 (14-18mmHg) normal sleeve|yz5m9|P|2012-10-01
pXlT.|ADVANCE 1 extra large/F054617 (14-18mmHg) normal sleeve|yz5mA|P|2012-10-01
pXlU.|ADVANCE 1 extra small/F054674 (14-18mmHg) normal sleeve|yz5mB|P|2012-10-01
pXlV.|ADVANCE 1 small/F054675 (14-18mmHg) normal sleeve|yz5mC|P|2012-10-01
pXlW.|ADVANCE 1 medium/F054676 (14-18mmHg) normal sleeve|yz5mD|P|2012-10-01
pXlX.|ADVANCE 1 large/F054677 (14-18mmHg) normal sleeve|yz5mE|P|2012-10-01
pXlY.|ADVANCE 1 extra large/F054678 (14-18mmHg) normal sleeve|yz5mF|P|2012-10-01
pXlZ.|ADVANCE 1 extra small/F054618 (14-18mmHg) long sleeve|yz5mG|P|2012-10-01
pXla.|ADVANCE 1 small/F054619 (14-18mmHg) long sleeve|yz5mH|P|2012-10-01
pXlb.|ADVANCE 1 medium/F054620 (14-18mmHg) long sleeve|yz5mI|P|2012-10-01
pXlc.|ADVANCE 1 large/F054621 (14-18mmHg) long sleeve|yz5mJ|P|2012-10-01
pXld.|ADVANCE 1 extra large/F054622 (14-18mmHg) long sleeve|yz5mK|P|2012-10-01
pXle.|ADVANCE 1 extra small/F054679 (14-18mmHg) long sleeve|yz5mL|P|2012-10-01
pXlf.|ADVANCE 1 small/F054680 (14-18mmHg) long sleeve|yz5mM|P|2012-10-01
pXlg.|ADVANCE 1 medium/F054681 (14-18mmHg) long sleeve|yz5mN|P|2012-10-01
pXlh.|ADVANCE 1 large/F054682 (14-18mmHg) long sleeve|yz5mO|P|2012-10-01
pXli.|ADVANCE 1 extra large/F054683 (14-18mmHg) long sleeve|yz5mP|P|2012-10-01
pXlj.|ADVANCE 1 extra small/F054653 (14-18mmHg) normal sleeve+hand|yz5mQ|P|2012-10-01
pXlk.|ADVANCE 1 small/F054654 (14-18mmHg) normal sleeve+hand|yz5mR|P|2012-10-01
pXll.|ADVANCE 1 medium/F054655 (14-18mmHg) normal sleeve+hand|yz5mS|P|2012-10-01
pXlm.|ADVANCE 1 large/F054656 (14-18mmHg) normal sleeve+hand|yz5mT|P|2012-10-01
pXln.|ADVANCE 1 extra large/F054657 (14-18mmHg) normal sleeve+hand|yz5mU|P|2012-10-01
pXlo.|ADVANCE 1 extra small/F054714 (14-18mmHg) normal sleeve+hand|yz5mV|P|2012-10-01
pXlp.|ADVANCE 1 small/F054715 (14-18mmHg) normal sleeve+hand|yz5mW|P|2012-10-01
pXlq.|ADVANCE 1 medium/F054716 (14-18mmHg) normal sleeve+hand|yz5mX|P|2012-10-01
pXlr.|ADVANCE 1 large/F054717 (14-18mmHg) normal sleeve+hand|yz5mY|P|2012-10-01
pXls.|ADVANCE 1 extra large/F054718 (14-18mmHg) normal sleeve+hand|yz5mZ|P|2012-10-01
pXlt.|ADVANCE 1 extra small/F054658 (14-18mmHg) long sleeve+hand|yz5ma|P|2012-10-01
pXlu.|ADVANCE 1 small/F054659 (14-18mmHg) long sleeve+hand|yz5mb|P|2012-10-01
pXlv.|ADVANCE 1 medium/F054660 (14-18mmHg) long sleeve+hand|yz5mc|P|2012-10-01
pXlw.|ADVANCE 1 large/F054661 (14-18mmHg) long sleeve+hand|yz5md|P|2012-10-01
pXlx.|ADVANCE 1 extra large/F054662 (14-18mmHg) long sleeve+hand|yz5me|P|2012-10-01
pXly.|ADVANCE 1 extra small/F054719 (14-18mmHg) long sleeve+hand|yz5mf|P|2012-10-01
pXl2.|ADVANCE 1 medium plus/F054701 (14-18mmHg) long sleeve|yz5lj|P|2012-10-01
pXm..|UPPER LIMB LYMPHOEDEMA GARMENTS(21)|yz5mh|P|2012-10-01
pXm1.|ADVANCE 1 medium/F054721 (14-18mmHg) long sleeve+hand|yz5mi|P|2012-10-01
pXmj.|JOBST ELVAREX SOFT U1-11-03 C1(14-18mmHg) mtm gauntlet-elbow|yz5qz|P|2012-10-01
pXm3.|ADVANCE 1 extra large/F054723 (14-18mmHg) long sleeve+hand|yz5mk|P|2012-10-01
pXm4.|ADVANCE 2 extra small/F054623 (20-25mmHg) normal sleeve|yz5ml|P|2012-10-01
pXm5.|ADVANCE 2 small/F054624 (20-25mmHg) normal sleeve|yz5mm|P|2012-10-01
pXm6.|ADVANCE 2 medium/F054625 (20-25mmHg) normal sleeve|yz5mn|P|2012-10-01
pXm7.|ADVANCE 2 large/F054626 (20-25mmHg) normal sleeve|yz5mo|P|2012-10-01
pXm8.|ADVANCE 2 extra large/F054627 (20-25mmHg) normal sleeve|yz5mp|P|2012-10-01
pXm9.|ADVANCE 2 extra small/F054684 (20-25mmHg) normal sleeve|yz5mq|P|2012-10-01
pXmA.|ADVANCE 2 small/F054685 (20-25mmHg) normal sleeve|yz5mr|P|2012-10-01
pXmB.|ADVANCE 2 medium/F054686 (20-25mmHg) normal sleeve|yz5ms|P|2012-10-01
pXmC.|ADVANCE 2 large/F054687 (20-25mmHg) normal sleeve|yz5mt|P|2012-10-01
pXmD.|ADVANCE 2 extra large/F054688 (20-25mmHg) normal sleeve|yz5mu|P|2012-10-01
pXmE.|ADVANCE 2 extra small/F054628 (20-25mmHg) long sleeve|yz5mv|P|2012-10-01
pXmF.|ADVANCE 2 small/F054629 (20-25mmHg) long sleeve|yz5mw|P|2012-10-01
pXmG.|ADVANCE 2 medium/F054630 (20-25mmHg) long sleeve|yz5mx|P|2012-10-01
pXmH.|ADVANCE 2 large/F054631 (20-25mmHg) long sleeve|yz5my|P|2012-10-01
pXmI.|ADVANCE 2 extra large/F054632 (20-25mmHg) long sleeve|yz5mz|P|2012-10-01
pXmJ.|ADVANCE 2 extra small/F054689 (20-25mmHg) long sleeve|yz5n0|P|2012-10-01
pXmK.|ADVANCE 2 small/F054690 (20-25mmHg) long sleeve|yz5n1|P|2012-10-01
pXmL.|ADVANCE 2 medium/F054691 (20-25mmHg) long sleeve|yz5n2|P|2012-10-01
pXmM.|ADVANCE 2 large/F054692 (20-25mmHg) long sleeve|yz5n3|P|2012-10-01
pXmN.|ADVANCE 2 extra large/F054693 (20-25mmHg) long sleeve|yz5n4|P|2012-10-01
pXmO.|ADVANCE 2 extra small/F054663 (20-25mmHg) normal sleeve+hand|yz5n5|P|2012-10-01
pXmP.|ADVANCE 2 small/F054664 (20-25mmHg) normal sleeve+hand|yz5n6|P|2012-10-01
pXmQ.|ADVANCE 2 medium/F054665 (20-25mmHg) normal sleeve+hand|yz5n7|P|2012-10-01
pXmR.|ADVANCE 2 large/F054666 (20-25mmHg) normal sleeve+hand|yz5n8|P|2012-10-01
pXmS.|ADVANCE 2 extra large/F054667 (20-25mmHg) normal sleeve+hand|yz5n9|P|2012-10-01
pXmT.|ADVANCE 2 extra small/F054724 (20-25mmHg) normal sleeve+hand|yz5nA|P|2012-10-01
pXmU.|ADVANCE 2 small/F054725 (20-25mmHg) normal sleeve+hand|yz5nB|P|2012-10-01
pXmV.|ADVANCE 2 medium/F054726 (20-25mmHg) normal sleeve+hand|yz5nC|P|2012-10-01
pXmW.|ADVANCE 2 large/F054727 (20-25mmHg) normal sleeve+hand|yz5nD|P|2012-10-01
pXmX.|ADVANCE 2 extra large/F054728 (20-25mmHg) normal sleeve+hand|yz5nE|P|2012-10-01
pXmY.|ADVANCE 2 extra small/F054668 (20-25mmHg) long sleeve+hand|yz5nF|P|2012-10-01
pXmZ.|ADVANCE 2 small/F054669 (20-25mmHg) long sleeve+hand|yz5nG|P|2012-10-01
pXma.|ADVANCE 2 medium/F054670 (20-25mmHg) long sleeve+hand|yz5nH|P|2012-10-01
pXmb.|ADVANCE 2 large/F054671 (20-25mmHg) long sleeve+hand|yz5nI|P|2012-10-01
pXmc.|ADVANCE 2 extra large/F054672 (20-25mmHg) long sleeve+hand|yz5nJ|P|2012-10-01
pXmd.|ADVANCE 2 extra small/F054729 (20-25mmHg) long sleeve+hand|yz5nK|P|2012-10-01
pXme.|ADVANCE 2 small/F054730 (20-25mmHg) long sleeve+hand|yz5nL|P|2012-10-01
pXmf.|ADVANCE 2 medium/F054731 (20-25mmHg) long sleeve+hand|yz5nM|P|2012-10-01
pXmg.|ADVANCE 2 large/F054732 (20-25mmHg) long sleeve+hand|yz5nN|P|2012-10-01
pXmh.|ADVANCE 2 extra large/F054733 (20-25mmHg) long sleeve+hand|yz5nO|P|2012-10-01
pXmi.|JOBST ELVAREX SOFT U1-11-01 C1(14-18mmHg) mtm gauntlet-wrist|yz5qy|P|2012-10-01
pXm2.|ADVANCE 1 large/F054722 (14-18mmHg) long sleeve+hand|yz5mj|P|2012-10-01
pXn..|LOWER LIMB LYMPHOEDEMA GARMENTS(148)|yz5nP|P|2012-10-01
pXn1.|COTON INSTINCT med/F054175 C2(15-20mmHg) normal c/toe b/knee|yz5nQ|P|2012-10-01
pXnz.|COTON INSTINCT lge/F054193 C2(15-20mmHg) long c/toe thigh|yz5oO|P|2012-10-01
pXn3.|COTON INSTINCT med/F054152 C2(15-20mmHg) long c/toe b/knee|yz5nS|P|2012-10-01
pXn4.|COTON INSTINCT med/F054162 C2(15-20mmHg) long c/toe b/knee|yz5nT|P|2012-10-01
pXn5.|COTON INSTINCT med/F054180 C2(15-20mmHg) long c/toe b/knee|yz5nU|P|2012-10-01
pXn6.|COTON INSTINCT med/F054539 C2(15-20mmHg) long c/toe b/knee|yz5nV|P|2012-10-01
pXn7.|COTON INSTINCT lge/F054148 C2(15-20mmHg) normal c/toe b/knee|yz5nW|P|2012-10-01
pXn8.|COTON INSTINCT lge/F054158 C2(15-20mmHg) normal c/toe b/knee|yz5nX|P|2012-10-01
pXn9.|COTON INSTINCT lge/F054176 C2(15-20mmHg) normal c/toe b/knee|yz5nY|P|2012-10-01
pXnA.|COTON INSTINCT lge/F054535 C2(15-20mmHg) normal c/toe b/knee|yz5nZ|P|2012-10-01
pXnB.|COTON INSTINCT lge/F054153 C2(15-20mmHg) long c/toe b/knee|yz5na|P|2012-10-01
pXnC.|COTON INSTINCT lge/F054163 C2(15-20mmHg) long c/toe b/knee|yz5nb|P|2012-10-01
pXnD.|COTON INSTINCT lge/F054181 C2(15-20mmHg) long c/toe b/knee|yz5nc|P|2012-10-01
pXnE.|COTON INSTINCT lge/F054540 C2(15-20mmHg) long c/toe b/knee|yz5nd|P|2012-10-01
pXnF.|COTON INSTINCT XL/F054149 C2(15-20mmHg) normal c/toe b/knee|yz5ne|P|2012-10-01
pXnG.|COTON INSTINCT XL/F054159 C2(15-20mmHg) normal c/toe b/knee|yz5nf|P|2012-10-01
pXnH.|COTON INSTINCT XL/F054177 C2(15-20mmHg) normal c/toe b/knee|yz5ng|P|2012-10-01
pXnI.|COTON INSTINCT XL/F054536 C2(15-20mmHg) normal c/toe b/knee|yz5nh|P|2012-10-01
pXnJ.|COTON INSTINCT XL/F054154 C2(15-20mmHg) long c/toe b/knee|yz5ni|P|2012-10-01
pXnK.|COTON INSTINCT XL/F054164 C2(15-20mmHg) long c/toe b/knee|yz5nj|P|2012-10-01
pXnL.|COTON INSTINCT XL/F054182 C2(15-20mmHg) long c/toe b/knee|yz5nk|P|2012-10-01
pXnM.|COTON INSTINCT XL/F054541 C2(15-20mmHG) long c/toe b/knee|yz5nl|P|2012-10-01
pXnN.|COTON INSTINCT XXL/F054150 C2(15-20mmHg) normal c/toe b/knee|yz5nm|P|2012-10-01
pXnO.|COTON INSTINCT XXL/F054160 C2(15-20mmHg) normal c/toe b/knee|yz5nn|P|2012-10-01
pXnP.|COTON INSTINCT XXL/F054178 C2(15-20mmHg) normal c/toe b/knee|yz5no|P|2012-10-01
pXnQ.|COTON INSTINCT XXL/F054537 C(15-20mmHg) normal c/toe b/knee|yz5np|P|2012-10-01
pXnR.|COTON INSTINCT XXL/F054155 C2(15-20mmHg) long c/toe b/knee|yz5nq|P|2012-10-01
pXnS.|COTON INSTINCT XXL/F054165 C2(15-20mmHg) long c/toe b/knee|yz5nr|P|2012-10-01
pXnT.|COTON INSTINCT XXL/F054183 C2(15-20mmHg) long c/toe b/knee|yz5ns|P|2012-10-01
pXnU.|COTON INSTINCT XXL/F054542 C2(15-20mmHg) long c/toe b/knee|yz5nt|P|2012-10-01
pXnV.|COTON INSTINCT sml/F054568 C2(15-20mmHg) normal o/toe b/knee|yz5nu|P|2012-10-01
pXnW.|COTON INSTINCT sml/F054578 C2(15-20mmHg) normal o/toe b/knee|yz5nv|P|2012-10-01
pXnX.|COTON INSTINCT sml/F054573 C2(15-20mmHg) long o/toe b/knee|yz5nw|P|2012-10-01
pXnY.|COTON INSTINCT sml/F054583 C2(15-20mmHg) long o/toe b/knee|yz5nx|P|2012-10-01
pXnZ.|COTON INSTINCT med/F054569 C2(15-20mmHg) normal o/toe b/knee|yz5ny|P|2012-10-01
pXna.|COTON INSTINCT med/F054579 C2(15-20mmHg) normal o/toe b/knee|yz5nz|P|2012-10-01
pXnb.|COTON INSTINCT med/F054574 C2(15-20mmHg) long o/toe b/knee|yz5o0|P|2012-10-01
pXnc.|COTON INSTINCT med/F054584 C2(15-20mmHg) long o/toe b/knee|yz5o1|P|2012-10-01
pXnd.|COTON INSTINCT lge/F054570 C2(15-20mmHg) normal o/toe b/knee|yz5o2|P|2012-10-01
pXne.|COTON INSTINCT lge/F054580 C2(15-20mmHg) normal o/toe b/knee|yz5o3|P|2012-10-01
pXnf.|COTON INSTINCT lge/F054575 C2(15-20mmHg) long o/toe b/knee|yz5o4|P|2012-10-01
pXng.|COTON INSTINCT lge/F054585 C2(15-20mmHg) long o/toe b/knee|yz5o5|P|2012-10-01
pXnh.|COTON INSTINCT XL/F054571 C2(15-20mmHg) normal o/toe b/knee|yz5o6|P|2012-10-01
pXni.|COTON INSTINCT XL/F054581 C2(15-20mmHg) normal o/toe b/knee|yz5o7|P|2012-10-01
pXnj.|COTON INSTINCT XL/F054576 C2(15-20mmHg) long o/toe b/knee|yz5o8|P|2012-10-01
pXnk.|COTON INSTINCT XL/F054586 C2(15-20mmHg) long o/toe b/knee|yz5o9|P|2012-10-01
pXnl.|COTON INSTINCT XXL/F054572 C2(15-20mmHg) normal o/toe b/knee|yz5oA|P|2012-10-01
pXnm.|COTON INSTINCT XXL/F054582 C2(15-20mmHg) normal o/toe b/knee|yz5oB|P|2012-10-01
pXnn.|COTON INSTINCT XXL/F054577 C2(15-20mmHg) long o/toe b/knee|yz5oC|P|2012-10-01
pXno.|COTON INSTINCT XXL/F054587 C2(15-20mmHg) long o/toe b/knee|yz5oD|P|2012-10-01
pXnp.|COTON INSTINCT sml/F054186 C2(15-20mmHg) normal c/toe thigh|yz5oE|P|2012-10-01
pXnq.|COTON INSTINCT sml/F054196 C2(15-20mmHg) normal c/toe thigh|yz5oF|P|2012-10-01
pXnr.|COTON INSTINCT sml/F054191 C2(15-20mmHg) long c/toe thigh|yz5oG|P|2012-10-01
pXns.|COTON INSTINCT sml/F054201 C2(15-20mmHg) long c/toe thigh|yz5oH|P|2012-10-01
pXnt.|COTON INSTINCT med/F054187 C2(15-20mmHg) normal c/toe thigh|yz5oI|P|2012-10-01
pXnu.|COTON INSTINCT med/F054197 C2(15-20mmHg) normal c/toe thigh|yz5oJ|P|2012-10-01
pXnv.|COTON INSTINCT med/F054192 C2(15-20mmHg) long c/toe thigh|yz5oK|P|2012-10-01
pXnw.|COTON INSTINCT med/F054202 C2(15-20mmHg) long c/toe thigh|yz5oL|P|2012-10-01
pXnx.|COTON INSTINCT lge/F054188 C2(15-20mmHg) normal c/toe thigh|yz5oM|P|2012-10-01
pXny.|COTON INSTINCT lge/F054198 C2(15-20mmHg) normal c/toe thigh|yz5oN|P|2012-10-01
pXn2.|COTON INSTINCT med/F054534 C2(15-20mmHg) normal c/toe b/knee|yz5nR|P|2012-10-01
pXo..|LOWER LIMB LYMPHOEDEMA GARMENTS(149)|yz5oP|P|2012-10-01
pXo1.|COTON INSTINCT lge/F054203 C2(15-20mmHg) long c/toe thigh|yz5oQ|P|2012-10-01
pXoz.|COTON INSTINCT lge/F056181 C3(20-36mmHg) long c/toe thigh|yz5pO|P|2012-10-01
pXo3.|COTON INSTINCT XL/F054199 C2(15-20mmHg) normal c/toe thigh|yz5oS|P|2012-10-01
pXo4.|COTON INSTINCT XL/F054194 C2(15-20mmHg) long c/toe thigh|yz5oT|P|2012-10-01
pXo5.|COTON INSTINCT XL/F054204 C2(15-20mmHg) long c/toe thigh|yz5oU|P|2012-10-01
pXo6.|COTON INSTINCT XXL/F054190 C2(15-20mmHg) normal c/toe thigh|yz5oV|P|2012-10-01
pXo7.|COTON INSTINCT XXL/F054200 C2(15-20mmHg) normal c/toe thigh|yz5oW|P|2012-10-01
pXo8.|COTON INSTINCT XXL/F054195 C2(15-20mmHg) long c/toe thigh|yz5oX|P|2012-10-01
pXo9.|COTON INSTINCT XXL/F054205 C2(15-20mmHg) long c/toe thigh|yz5oY|P|2012-10-01
pXoA.|COTON INSTINCT sml/F054206 C2(15-20mmHg) normal o/toe thigh|yz5oZ|P|2012-10-01
pXoB.|COTON INSTINCT sml/F054543 C2(15-20mmHg) normal o/toe thigh|yz5oa|P|2012-10-01
pXoC.|COTON INSTINCT sml/F054211 C2(15-20mmHg) long o/toe thigh|yz5ob|P|2012-10-01
pXoD.|COTON INSTINCT sml/F054548 C2(15-20mmHg) long o/toe thigh|yz5oc|P|2012-10-01
pXoE.|COTON INSTINCT med/F054207 C2(15-20mmHg) normal o/toe thigh|yz5od|P|2012-10-01
pXoF.|COTON INSTINCT med/F054544 C2(15-20mmHg) normal o/toe thigh|yz5oe|P|2012-10-01
pXoG.|COTON INSTINCT med/F054212 C2(15-20mmHg) long o/toe thigh|yz5of|P|2012-10-01
pXoH.|COTON INSTINCT med/F054549 C2(15-20mmHg) long o/toe thigh|yz5og|P|2012-10-01
pXoI.|COTON INSTINCT lge/F054208 C2(15-20mmHg) normal o/toe thigh|yz5oh|P|2012-10-01
pXoJ.|COTON INSTINCT lge/F054545 C2(15-20mmHg) normal o/toe thigh|yz5oi|P|2012-10-01
pXoK.|COTON INSTINCT lge/F054213 C2(15-20mmHg) long o/toe thigh|yz5oj|P|2012-10-01
pXoL.|COTON INSTINCT lge/F054550 C2(15-20mmHg) long o/toe thigh|yz5ok|P|2012-10-01
pXoM.|COTON INSTINCT XL/F054209 C2(15-20mmHg) normal o/toe thigh|yz5ol|P|2012-10-01
pXoN.|COTON INSTINCT XL/F054546 C2(15-20mmHg) normal o/toe thigh|yz5om|P|2012-10-01
pXoO.|COTON INSTINCT XL/F054214 C2(15-20mmHg) long o/toe thigh|yz5on|P|2012-10-01
pXoP.|COTON INSTINCT XL/F054551 C2(15-20mmHg) long o/toe thigh|yz5oo|P|2012-10-01
pXoQ.|COTON INSTINCT XXL/F054210 C2(15-20mmHg) normal o/toe thigh|yz5op|P|2012-10-01
pXoR.|COTON INSTINCT XXL/F054547 C2(15-20mmHg) normal o/toe thigh|yz5oq|P|2012-10-01
pXoS.|COTON INSTINCT XXL/F054215 C2(15-20mmHg) long o/toe thigh|yz5or|P|2012-10-01
pXoT.|COTON INSTINCT XXL/F054552 C2(15-20mmHg)long o/toe thigh|yz5os|P|2012-10-01
pXoU.|COTON INSTINCT sml/F056143 C3(20-36mmHg) normal c/toe b/knee|yz5ot|P|2012-10-01
pXoV.|COTON INSTINCT sml/F056153 C3(20-36mmHg) normal c/toe b/knee|yz5ou|P|2012-10-01
pXoW.|COTON INSTINCT sml/F056148 C3(20-36mmHg) long c/toe b/knee|yz5ov|P|2012-10-01
pXoX.|COTON INSTINCT sml/F056158 C3(20-36mmHg) long c/toe b/knee|yz5ow|P|2012-10-01
pXoY.|COTON INSTINCT med/F056144 C3(20-36mmHg) normal c/toe b/knee|yz5ox|P|2012-10-01
pXoZ.|COTON INSTINCT med/F056154 C3(20-36mmHg) normal c/toe b/knee|yz5oy|P|2012-10-01
pXoa.|COTON INSTINCT med/F056149 C3(20-36mmHg) long c/toe b/knee|yz5oz|P|2012-10-01
pXob.|COTON INSTINCT med/F056159 C3(20-36mmHg) long c/toe b/knee|yz5p0|P|2012-10-01
pXoc.|COTON INSTINCT lge/F056145 C3(20-36mmHg) normal c/toe b/knee|yz5p1|P|2012-10-01
pXod.|COTON INSTINCT lge/F056155 C3(20-36mmHg) normal c/toe b/knee|yz5p2|P|2012-10-01
pXoe.|COTON INSTINCT lge/F056150 C3(20-36mmHg) long c/toe b/knee|yz5p3|P|2012-10-01
pXof.|COTON INSTINCT lge/F056160 C3(20-36mmHg) long c/toe b/knee|yz5p4|P|2012-10-01
pXog.|COTON INSTINCT XL/F056146 C3(20-36mmHg) normal c/toe b/knee|yz5p5|P|2012-10-01
pXoh.|COTON INSTINCT XL/F056156 C3(20-36mmHg) normal c/toe b/knee|yz5p6|P|2012-10-01
pXoi.|COTON INSTINCT XL/F056151 C3(20-36mmHg) long c/toe b/knee|yz5p7|P|2012-10-01
pXoj.|COTON INSTINCT XL/F056161 C3(20-36mmHg) long c/toe b/knee|yz5p8|P|2012-10-01
pXok.|COTON INSTINCT XXL/F056147 C3(20-36mmHg) normal c/toe b/knee|yz5p9|P|2012-10-01
pXol.|COTON INSTINCT XXL/F056157 C3(20-36mmHg) normal c/toe b/knee|yz5pA|P|2012-10-01
pXom.|COTON INSTINCT XXL/F056152 C3(20-36mmHg) long c/toe b/knee|yz5pB|P|2012-10-01
pXon.|COTON INSTINCT XXL/F056162 C3(20-36mmHg) long c/toe b/knee|yz5pC|P|2012-10-01
pXoo.|COTON INSTINCT sml/F056163 C3(20-36mmHg) normal c/toe thigh|yz5pD|P|2012-10-01
pXop.|COTON INSTINCT sml/F056174 C3(20-36mmHg) normal c/toe thigh|yz5pE|P|2012-10-01
pXoq.|COTON INSTINCT sml/F056169 C3(20-36mmHg) long c/toe thigh|yz5pF|P|2012-10-01
pXor.|COTON INSTINCT sml/F056179 C3(20-36mmHg) long c/toe thigh|yz5pG|P|2012-10-01
pXos.|COTON INSTINCT med/F056164 C3(20-36mmHg) normal c/toe thigh|yz5pH|P|2012-10-01
pXot.|COTON INSTINCT med/F056175 C3(20-36mmHg) normal c/toe thigh|yz5pI|P|2012-10-01
pXou.|COTON INSTINCT med/F056170 C3(20-36mmHg) long c/toe thigh|yz5pJ|P|2012-10-01
pXov.|COTON INSTINCT med/F056180 C3(20-36mmHg) long c/toe thigh|yz5pK|P|2012-10-01
pXow.|COTON INSTINCT lge/F056165 C3(20-36mmHg) normal c/toe thigh|yz5pL|P|2012-10-01
pXox.|COTON INSTINCT lge/F056176 C3(20-36mmHg) normal c/toe thigh|yz5pM|P|2012-10-01
